Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,SDOH,SDOH_ID,SDOH_Cat,SDOH_Cat_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2016,294278,1023659,28.7,1.4261,25.9,31.5,5,3,28.9,1.552379959,25.9,32,5.4,3,804,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2016,323337,1056571,30.6,1.4437,27.8,33.4,4.7,3,30.4,1.446047733,27.6,33.3,4.8,3,884,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (income),5,2015-2016,319805,1169620,27.3,1.2783,24.8,29.9,4.7,3,26,1.241262485,23.6,28.4,4.8,3,923,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2016,17917,70422,25.4,3.6483,18.3,32.6,14.3,3,25.5,3.907883504,17.9,33.2,15.3,2,87,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2016,26136,88461,29.5,3.2653,23.1,36,11.1,3,30.8,3.3050963,24.3,37.3,10.7,3,133,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2016,22363,84173,26.6,3.1228,20.4,32.7,11.8,3,27.9,3.118138247,21.7,34,11.2,3,100,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2016,36973,92056,40.2,3.5039,33.3,47,8.7,3,38.3,3.363680321,31.7,44.9,8.8,3,164,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (income),5,2015-2016,43629,113017,38.6,2.7496,33.2,44,7.1,3,37.8,2.579967165,32.7,42.8,6.8,3,259,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2016,13819,41260,33.5,5.4183,22.9,44.1,16.2,2,39.1,5.369673308,28.6,49.7,13.7,3,80,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2016,14350,48251,29.7,4.0367,21.8,37.7,13.6,3,27.2,4.102146927,19.2,35.3,15.1,2,77,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2016,24718,75265,32.8,3.7538,25.5,40.2,11.4,3,31.9,3.808240183,24.4,39.4,11.9,3,101,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2016,31774,86598,36.7,3.3944,30,43.4,9.3,3,37,3.27007804,30.6,43.4,8.8,3,139,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (income),5,2015-2016,50193,151670,33.1,2.2887,28.6,37.6,6.9,3,33.6,2.405869686,28.9,38.3,7.2,3,253,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2016,49413,156268,31.6,3.2980,25.1,38.1,10.4,3,34.2,3.205753729,27.9,40.5,9.4,3,172,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2016,59203,229319,25.8,2.7337,20.5,31.2,10.6,3,25.9,2.55273531,20.9,30.9,9.9,3,218,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2016,80434,275981,29.1,2.5266,24.2,34.1,8.7,3,30.6,2.560157661,25.6,35.6,8.4,3,259,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2016,96958,326428,29.7,2.1109,25.6,33.8,7.1,3,29.2,1.95554843,25.4,33.1,6.7,3,347,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (income),5,2015-2016,187050,610204,30.7,1.6126,27.5,33.8,5.3,3,29.8,1.515283854,26.8,32.8,5.1,3,653,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2016,62081,290557,21.4,2.1223,17.2,25.5,9.9,3,23.5,2.174800999,19.2,27.7,9.3,3,211,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2016,74482,357198,20.9,1.8521,17.2,24.5,8.9,3,21.4,1.989255958,17.5,25.3,9.3,3,243,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2016,78904,357721,22.1,1.8601,18.4,25.7,8.4,3,22,1.912326135,18.3,25.8,8.7,3,260,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2016,83777,353367,23.7,1.9853,19.8,27.6,8.4,3,23.7,1.880050391,20,27.3,7.9,3,301,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (income),5,2015-2016,107600,398631,27,1.8449,23.4,30.6,6.8,3,25.5,1.819714692,21.9,29.1,7.1,3,369,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,766710,2763883,27.7,0.7561,26.3,29.2,2.7,3,28.6,0.801797575,27,30.2,2.8,3,3394,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,699415,2742297,25.5,0.7677,24,27,3,3,25.6,0.786402163,24.1,27.2,3.1,3,2874,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,647863,2646868,24.5,0.7569,23,26,3.1,3,24.1,0.753525015,22.7,25.6,3.1,3,2609,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,614732,2587455,23.8,0.7099,22.4,25.2,3,3,23.2,0.687097897,21.8,24.5,3,3,2453,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,529123,2413839,21.9,0.6780,20.6,23.3,3.1,3,21.3,0.734135699,19.9,22.7,3.4,3,2158,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,19300,43308,44.6,3.5554,37.6,51.5,8,3,49.2,3.847273579,41.6,56.7,7.8,3,175,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,14916,37851,39.4,4.0746,31.4,47.4,10.3,3,41.9,4.552348614,33,50.9,10.9,3,109,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,11709,33508,34.9,4.0978,26.9,43,11.7,3,35.1,4.406315567,26.5,43.8,12.6,3,95,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,15216,36087,42.2,4.0468,34.2,50.1,9.6,3,39.5,4.15955219,31.3,47.6,10.5,3,95,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,14747,50823,29,3.9390,21.3,36.7,13.6,3,26.4,3.571438625,19.4,33.4,13.5,3,101,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,2986,9890,30.2,3.8659,22.6,37.8,12.8,3,30.1,4.414863916,21.4,38.7,14.7,3,61,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,4169,10543,39.5,4.4798,30.8,48.3,11.3,3,43.9,5.032665233,34,53.8,11.5,3,58,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,3827,12321,31.1,3.7876,23.6,38.5,12.2,3,30.6,4.013835558,22.8,38.5,13.1,3,64,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,3836,10975,34.9,4.3595,26.4,43.5,12.5,3,34.3,4.200864248,26.1,42.5,12.2,3,62,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,2045,11825,17.3,3.5698,10.3,24.3,20.6,2,18.1,3.692706224,10.9,25.3,20.4,2,31,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,24989,67914,36.8,3.3223,30.3,43.3,9,3,39.9,3.300972555,33.5,46.4,8.3,3,202,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,22481,66884,33.6,2.8792,28,39.3,8.6,3,35.2,3.796846306,27.7,42.6,10.8,3,158,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,26186,77717,33.7,2.9525,27.9,39.5,8.8,3,33.2,2.94079494,27.4,38.9,8.9,3,161,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,21660,73020,29.7,2.9145,23.9,35.4,9.8,3,27.8,2.896278644,22.1,33.5,10.4,3,123,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,22434,78494,28.6,3.2994,22.1,35.1,11.5,3,26.5,3.439182442,19.8,33.3,13,3,96,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,22002,51843,42.4,3.3850,35.8,49.1,8,3,45.3,4.103444932,37.2,53.3,9.1,3,133,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,22862,66797,34.2,3.5239,27.3,41.1,10.3,3,34.7,3.690695831,27.5,42,10.6,3,127,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,19436,50016,38.9,3.5876,31.8,45.9,9.2,3,38.1,3.775413424,30.7,45.5,9.9,3,109,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,22766,60136,37.9,3.7241,30.5,45.2,9.8,3,36.3,3.834302928,28.8,43.8,10.6,3,101,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,21642,55603,38.9,3.7471,31.6,46.3,9.6,3,39.3,4.38619382,30.7,47.9,11.2,3,92,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,206418,789602,26.1,1.3000,23.6,28.7,5,3,27.2,1.447587186,24.4,30.1,5.3,3,848,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,175874,730766,24.1,1.2830,21.5,26.6,5.3,3,24,1.415989873,21.2,26.8,5.9,3,650,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,145650,660979,22,1.4250,19.2,24.8,6.5,3,21.8,1.512553484,18.8,24.7,6.9,3,522,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,125296,575772,21.8,1.4773,18.9,24.7,6.8,3,20.6,1.423907486,17.8,23.4,6.9,3,408,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,64339,384558,16.7,1.6135,13.6,19.9,9.6,3,16.1,1.759339275,12.6,19.5,10.9,3,227,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,299471,1065771,28.1,1.4568,25.2,31,5.2,3,28.9,1.430064276,26.1,31.7,4.9,3,1014,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,276439,1048016,26.4,1.4940,23.4,29.3,5.7,3,26.6,1.507532699,23.7,29.6,5.7,3,854,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,249091,1028242,24.2,1.4032,21.5,27,5.8,3,23.9,1.369589411,21.2,26.5,5.7,3,803,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,236567,1035334,22.8,1.2313,20.4,25.3,5.4,3,22.6,1.195057999,20.2,24.9,5.3,3,779,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,204120,914243,22.3,1.2943,19.8,24.9,5.8,3,21.5,1.392519669,18.7,24.2,6.5,3,667,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,28896,84301,34.3,3.1522,28.1,40.5,9.2,3,38.6,3.575838635,31.6,45.6,9.3,3,173,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,27142,91554,29.6,2.8585,24,35.3,9.6,3,29.4,3.158009148,23.2,35.6,10.7,3,158,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,23387,84037,27.8,2.6879,22.6,33.1,9.7,3,27.4,2.725461368,22,32.7,9.9,3,157,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,24448,90839,26.9,2.8338,21.4,32.5,10.5,3,26,2.641305747,20.8,31.2,10.2,3,157,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,17742,79295,22.4,2.5891,17.3,27.5,11.6,3,20.7,2.517165799,15.7,25.6,12.2,3,130,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,17853,61982,28.8,3.0778,22.8,34.8,10.7,3,28,3.487801782,21.2,34.9,12.5,3,128,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,15644,51673,30.3,3.7556,22.9,37.6,12.4,3,29,3.845716417,21.4,36.5,13.3,3,121,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,18880,61845,30.5,3.6786,23.3,37.7,12.1,3,31.3,3.565838888,24.3,38.3,11.4,3,116,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,23405,82584,28.3,2.8866,22.7,34,10.2,3,28.2,2.936523077,22.4,33.9,10.4,3,137,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,28939,114252,25.3,2.1903,21,29.6,8.6,3,25.4,2.454397435,20.6,30.2,9.7,3,155,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,64365,204855,31.4,2.3362,26.8,36,7.4,3,32.4,2.665456559,27.2,37.6,8.2,3,301,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,65194,261146,25,1.9104,21.2,28.7,7.7,3,25.5,2.025354836,21.5,29.5,7.9,3,318,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,80425,278442,28.9,2.2348,24.5,33.3,7.7,3,29,2.200498251,24.7,33.3,7.6,3,298,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,71930,300367,23.9,1.7087,20.6,27.3,7.1,3,24,1.612444141,20.8,27.1,6.7,3,331,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,100779,425729,23.7,1.5815,20.6,26.8,6.7,3,23.2,1.53769145,20.2,26.2,6.6,3,415,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2016,80429,384417,20.9,1.6122,17.8,24.1,7.7,3,21.6,1.844470546,18,25.2,8.5,3,359,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2016,74695,377067,19.8,1.5988,16.7,22.9,8.1,3,19.6,1.687659064,16.3,22.9,8.6,3,321,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2016,69272,359761,19.3,1.6212,16.1,22.4,8.4,3,18.9,1.706050384,15.6,22.3,9,3,284,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2016,69607,322341,21.6,1.9328,17.8,25.4,9,3,21.1,2.00294647,17.2,25.1,9.5,3,260,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (income),5,2015-2016,52336,299018,17.5,1.5270,14.5,20.5,8.7,3,17.1,1.532745095,14.1,20.1,9,3,244,,
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,CANADA,0,youth aged 12-17 years,2,both sexes,1,Income (household),1,At or above Canadian average,6,2015-2016,62992,949205,6.6,0.5032,5.6,7.6,7.6,3,-,-,-,-,-,1,283,,
Obesity,1,Prevalence (%) of obesity (self-reported),2,province/territory,1,CANADA,0,youth aged 12-17 years,2,both sexes,1,Income (household),1,Below Canadian average,7,2015-2016,72648,822497,8.8,0.7916,7.3,10.4,9,3,-,-,-,-,-,1,265,,
