Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,SDOH,SDOH_ID,SDOH_Cat,SDOH_Cat_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,284778,1021931,27.9,1.0612,25.8,29.9,3.8,3,28.2,1.094140823,26,30.3,3.9,3,1570,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,329731,1093631,30.2,1.0821,28,32.3,3.6,3,29.8,1.075276315,27.7,31.9,3.6,3,1775,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,316929,1184114,26.8,0.9108,25,28.6,3.4,3,25.5,0.868625203,23.8,27.2,3.4,3,1854,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,19615,77084,25.4,2.3032,20.9,30,9.1,3,26.4,2.396888644,21.7,31.1,9.1,3,199,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,25423,89591,28.4,2.2081,24,32.7,7.8,3,28.2,2.224435801,23.8,32.5,7.9,3,274,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,27682,94458,29.3,2.4141,24.6,34,8.2,3,29.4,2.420990355,24.6,34.1,8.2,3,246,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,35241,92720,38,2.3371,33.4,42.6,6.1,3,36.7,2.250292401,32.3,41.1,6.1,3,332,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,37644,100602,37.4,2.2099,33.1,41.8,5.9,3,36.5,2.059024883,32.5,40.6,5.6,3,441,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,13775,41438,33.2,3.201,27,39.5,9.6,3,36.6,3.300541795,30.1,43.1,9,3,185,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,18688,53006,35.3,3.0092,29.4,41.2,8.5,3,33.7,3.25175115,27.3,40,9.6,3,182,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,29016,75623,38.4,2.8032,32.9,43.9,7.3,3,37.6,2.772122805,32.2,43.1,7.4,3,240,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,32724,89971,36.4,2.3432,31.8,41,6.4,3,36.1,2.365852815,31.4,40.7,6.6,3,294,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,49340,145248,34,1.6778,30.7,37.3,4.9,3,34.3,1.856868364,30.7,37.9,5.4,3,488,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,53390,184362,29,1.8947,25.2,32.7,6.5,3,30.2,1.97778526,26.4,34.1,6.5,3,404,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,65793,240784,27.3,1.8518,23.7,31,6.8,3,28,1.820497841,24.4,31.6,6.5,3,475,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,91027,297782,30.6,1.7265,27.2,34,5.6,3,32,1.71617238,28.7,35.4,5.4,3,584,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,109725,339738,32.3,1.5422,29.3,35.3,4.8,3,32.4,1.488611453,29.5,35.3,4.6,3,770,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,168198,543161,31,1.1504,28.7,33.2,3.7,3,30,1.102434081,27.9,32.2,3.7,3,1189,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 1 (lowest),1,2015-2018,66554,304253,21.9,1.51,18.9,24.8,6.9,3,23.6,1.499089329,20.7,26.6,6.4,3,474,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 2,2,2015-2018,74028,353278,21,1.4193,18.2,23.7,6.8,3,21.9,1.431144981,19.1,24.7,6.5,3,530,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 3,3,2015-2018,85218,357899,23.8,1.337,21.2,26.4,5.6,3,23.8,1.426650882,21,26.6,6,3,563,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 4,4,2015-2018,91013,357666,25.4,1.4294,22.6,28.3,5.6,3,24.9,1.31371779,22.3,27.4,5.3,3,655,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,Income (household),1,Quintile 5 (highest),5,2015-2018,101749,397148,25.6,1.2391,23.2,28.1,4.8,3,24.6,1.25006464,22.2,27.1,5.1,3,754,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,766710,2763883,27.7,0.7561,26.3,29.2,2.7,3,28.6,0.801797575,27,30.2,2.8,3,3394,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,699415,2742297,25.5,0.7677,24,27,3,3,25.6,0.786402163,24.1,27.2,3.1,3,2874,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,647863,2646868,24.5,0.7569,23,26,3.1,3,24.1,0.753525015,22.7,25.6,3.1,3,2609,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,614732,2587455,23.8,0.7099,22.4,25.2,3,3,23.2,0.687097897,21.8,24.5,3,3,2453,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,529123,2413839,21.9,0.678,20.6,23.3,3.1,3,21.3,0.734135699,19.9,22.7,3.4,3,2158,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,19357,44342,43.7,2.2753,39.2,48.1,5.2,3,45.7,2.802854947,40.2,51.2,6.1,3,358,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,13434,37621,35.7,2.7182,30.4,41,7.6,3,37.9,3.096357832,31.8,43.9,8.2,3,225,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,13455,34040,39.5,3.0707,33.5,45.6,7.8,3,39.3,3.201075992,33,45.6,8.1,3,195,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,14292,35561,40.2,3.275,33.8,46.6,8.1,3,37,2.921279896,31.3,42.7,7.9,3,186,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,15690,50527,31.1,2.5767,26,36.1,8.3,3,31.2,2.47563433,26.4,36.1,7.9,3,202,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,3270,9966,32.8,2.7243,27.5,38.2,8.3,3,34,3.147160597,27.8,40.1,9.3,3,140,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,4599,11703,39.3,3.124,33.2,45.4,7.9,3,41.2,3.645917302,34.1,48.4,8.8,3,130,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,4520,11773,38.4,2.9944,32.5,44.3,7.8,3,37.6,3.136410043,31.5,43.8,8.3,3,136,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,3432,11924,28.8,2.9901,22.9,34.6,10.4,3,28.8,2.850718747,23.2,34.4,9.9,3,111,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,2551,10630,24,3.1336,17.9,30.1,13.1,3,26.1,3.1223089,20,32.3,12,3,73,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,24911,66853,37.3,2.2342,32.9,41.6,6,3,38.3,2.234472064,34,42.7,5.8,3,412,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,25441,69588,36.6,1.9665,32.7,40.4,5.4,3,36.9,2.455791785,32.1,41.7,6.7,3,333,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,25904,76916,33.7,2.1318,29.5,37.9,6.3,3,33.9,2.249453264,29.5,38.3,6.6,3,308,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,21525,74433,28.9,2.0559,24.9,33,7.1,3,27.4,1.881962317,23.7,31.1,6.9,3,267,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,21778,76485,28.5,2.3254,23.9,33,8.2,3,27.3,2.306106588,22.8,31.8,8.4,3,207,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,22748,53476,42.5,2.3734,37.9,47.2,5.6,3,43.6,2.877981537,38,49.3,6.6,3,289,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,23662,63302,37.4,2.4938,32.5,42.3,6.7,3,38.5,2.666955199,33.3,43.8,6.9,3,270,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,19150,51774,37,2.5702,31.9,42,6.9,3,36.5,2.602862823,31.4,41.6,7.1,3,234,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,21836,59032,37,2.7728,31.5,42.4,7.5,3,35.3,2.640674459,30.1,40.5,7.5,3,213,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,20486,59128,34.6,2.7254,29.3,40,7.9,3,33.4,2.755739542,28,38.8,8.3,3,181,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,221356,801790,27.6,0.8798,25.9,29.3,3.2,3,28,1.012991648,26,30,3.6,3,1756,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,184827,722607,25.6,0.9208,23.8,27.4,3.6,3,25.4,1.029317205,23.4,27.4,4.1,3,1310,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,154342,654363,23.6,1.0591,21.5,25.7,4.5,3,23.1,1.0608364,21,25.2,4.6,3,1070,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,121901,569551,21.4,1.0006,19.4,23.4,4.7,3,20,0.925318439,18.2,21.8,4.6,3,873,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,72697,414305,17.5,1.2151,15.2,19.9,6.9,3,17.6,1.228600454,15.2,20,7,3,521,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,320279,1082186,29.6,1.0689,27.5,31.7,3.6,3,30.2,1.089190203,28,32.3,3.6,3,2156,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,286905,1063541,27,1.0401,24.9,29,3.9,3,26.7,1.053387939,24.6,28.7,3.9,3,1797,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,255056,1012851,25.2,1.045,23.1,27.2,4.1,3,24.8,1.015831269,22.8,26.8,4.1,3,1651,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,243674,1059750,23,0.9148,21.2,24.8,4,3,22.9,0.871942732,21.2,24.6,3.8,3,1634,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,198509,960689,20.7,0.8119,19.1,22.3,3.9,3,19.5,0.858854469,17.9,21.2,4.4,3,1377,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,26737,97492,27.4,1.9609,23.6,31.3,7.2,3,28.7,2.169805112,24.4,32.9,7.6,3,361,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,28839,96293,29.9,2.0943,25.8,34.1,7,3,30.3,2.351838659,25.7,34.9,7.8,3,334,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,23734,83615,28.4,2.1459,24.2,32.6,7.6,3,28.1,2.100085509,24,32.2,7.5,3,298,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,25194,87381,28.8,2.0817,24.7,32.9,7.2,3,28.1,2.087583463,24,32.2,7.4,3,303,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,20192,74336,27.2,2.0956,23.1,31.3,7.7,3,25.7,2.177397336,21.4,30,8.5,3,259,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,22200,67463,32.9,2.6233,27.8,38.1,8,3,34.7,2.95224778,28.9,40.5,8.5,3,285,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,19603,58476,33.5,2.5296,28.6,38.5,7.5,3,33.3,2.809697784,27.8,38.8,8.4,3,265,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,22972,68737,33.4,2.6203,28.3,38.6,7.8,3,34,2.810743169,28.4,39.5,8.3,3,266,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,23603,82384,28.6,2.1917,24.3,33,7.7,3,28.3,2.070527162,24.3,32.4,7.3,3,271,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,26631,101860,26.1,1.7189,22.8,29.5,6.6,3,26.3,1.748531042,22.9,29.7,6.6,3,313,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,69000,230385,30,1.5456,26.9,33,5.2,3,31.5,1.864568718,27.8,35.1,5.9,3,672,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,72630,264547,27.5,1.4819,24.5,30.4,5.4,3,28.1,1.497486915,25.2,31,5.3,3,704,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,81666,298635,27.3,1.4534,24.5,30.2,5.3,3,27.5,1.424101773,24.7,30.3,5.2,3,651,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,73949,301597,24.5,1.2996,22,27.1,5.3,3,24.6,1.268137466,22.1,27.1,5.2,3,638,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,94418,398274,23.7,1.1608,21.4,26,4.9,3,22.6,1.051152762,20.6,24.7,4.7,3,790,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,81817,383516,21.3,1.0978,19.2,23.5,5.1,3,21.9,1.245245672,19.5,24.4,5.7,3,724,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,77245,374918,20.6,1.0995,18.4,22.8,5.3,3,20.8,1.237422492,18.4,23.2,5.9,3,671,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,76637,353925,21.7,1.3172,19.1,24.2,6.1,3,21.5,1.479548687,18.6,24.4,6.9,3,615,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,71943,334364,21.5,1.3303,18.9,24.1,6.2,3,20.9,1.363077795,18.3,23.6,6.5,3,540,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,59948,323060,18.6,1.2195,16.2,20.9,6.6,3,17.6,1.151313671,15.4,19.9,6.5,3,505,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,499261,1522649,32.8,0.7758,31.3,34.3,2.4,3,34.1,1.173202306,31.8,36.4,3.4,3,3071,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,province/territory,1,CANADA,0,adults aged 18+ years,1,both sexes,1,Education (household) ,2,High school,9,2015-2018,1105355,3587350,30.8,0.6197,29.6,32,2,3,31.3,0.650612404,30,32.6,2.1,3,4806,
